MOTIF	LENGTH	GC	EVENT_p14	EVENT_p15	EVENT_p16	EVENT_p17	best_pval
TYY2.H12CORE.0.PS.A	12	0.62312925170068	351092	41924	4185	968	1e-05
TYY2.H12CORE.1.SM.B	14	0.517456000230252	407040	50018	3087	500	1e-06
TZAP.H12CORE.0.P.B	14	0.573783359497645	376695	39114	2739	115	1e-05
UBIP1.H12CORE.0.SM.B	21	0.519202560665229	190103	17126	1580	172	1e-05
UNC4.H12CORE.0.S.B	15	0.273601818493738	505352	113394	11700	1122	1e-06
UNC4.H12CORE.1.S.B	12	0.295492251756151	362448	100641	14987	1557	1e-06
USF1.H12CORE.0.PSM.A	12	0.60300036589828	265982	29090	3087	382	1e-05
USF2.H12CORE.0.PSM.A	18	0.598960442824355	276038	25999	3280	483	1e-05
VAX1.H12CORE.0.SM.B	12	0.381232872134216	239981	13359	355	27	1e-05
VAX2.H12CORE.0.SM.B	13	0.391425219342991	245736	17254	592	22	1e-05
VDR.H12CORE.0.PS.A	16	0.576593137254902	394034	65249	12247	979	1e-06
VDR.H12CORE.1.PS.A	9	0.515888888888889	553407	48038	0	0	1e-06
VENTX.H12CORE.0.SM.B	10	0.359123173277662	258068	16146	480	0	1e-05
VENTX.H12CORE.1.S.C	18	0.325254358836448	571504	140285	25834	2650	1e-06
VEZF1.H12CORE.0.P.C	11	0.862134862134862	674227	210036	57505	0	1e-07
VEZF1.H12CORE.1.P.B	23	0.639925292099205	790671	503600	241914	100362	1e-08
VSX1.H12CORE.0.SM.B	12	0.359688551212156	291042	38479	2933	212	1e-05
VSX1.H12CORE.1.SM.B	17	0.30958102601609	376247	66858	7622	672	1e-06
VSX2.H12CORE.0.PSM.A	12	0.372395833333333	451433	44175	2820	212	1e-06
VSX2.H12CORE.1.S.B	17	0.321497554245579	360531	56333	6876	615	1e-06
WT1.H12CORE.0.P.B	10	0.686060606060606	626148	263417	22744	0	1e-06
WT1.H12CORE.1.P.B	21	0.682842785355348	626565	272019	81029	21779	1e-07
XBP1.H12CORE.0.PS.A	12	0.551963746223565	110186	12615	1331	0	1e-05
XBP1.H12CORE.1.M.B	14	0.554949211151934	169069	10845	819	100	1e-05
YBOX1.H12CORE.0.SM.B	13	0.499289557030674	417183	35260	2159	142	1e-05
Z280A.H12CORE.0.P.B	15	0.465351742274819	723031	180115	23371	2303	1e-06
Z324A.H12CORE.0.P.B	24	0.493173847695391	522836	90941	20443	2252	1e-06
Z354A.H12CORE.0.P.B	23	0.257846668381785	760466	323587	70471	21860	1e-07
Z585A.H12CORE.0.P.C	23	0.355802158741168	833315	733707	525077	349384	1e-09
Z585B.H12CORE.0.P.C	24	0.478041666666667	775794	402020	80623	12842	1e-07
Z705G.H12CORE.0.P.C	22	0.391694725028058	618048	123948	18342	2737	1e-06
Z780A.H12CORE.0.P.C	22	0.636648617839841	609703	191319	34355	5579	1e-06
ZBED1.H12CORE.0.S.B	14	0.489414392541517	30532	1342	67	4	1e-04
ZBED5.H12CORE.0.P.C	14	0.602857142857143	423430	57844	9299	512	1e-06
ZBT12.H12CORE.0.P.B	12	0.523083333333333	388885	51740	3479	301	1e-06
ZBT14.H12CORE.0.P.C	13	0.821566922286347	104337	28916	7739	838	1e-05
ZBT14.H12CORE.1.S.B	16	0.707364341085271	79967	16110	2366	357	1e-05
ZBT16.H12CORE.0.P.B	10	0.406764705882353	410686	50102	4295	0	1e-06
ZBT17.H12CORE.0.P.B	18	0.66210198174126	625970	268129	85549	23768	1e-07
ZBT18.H12CORE.0.PSM.A	11	0.558727272727273	536296	88240	10022	0	1e-06
ZBT20.H12CORE.0.SM.B	14	0.389540289256198	256066	27216	2342	163	1e-05
ZBT22.H12CORE.0.SM.B	18	0.417892390958294	305742	34546	3457	345	1e-05
ZBT24.H12CORE.0.P.B	20	0.54465	471347	92619	11716	1691	1e-06
ZBT26.H12CORE.0.PSM.A	8	0.465875	548402	0	0	0	1e-05
ZBT26.H12CORE.1.SM.B	24	0.353642086330935	486838	111677	19764	3500	1e-06
ZBT37.H12CORE.0.M.C	11	0.583661037859511	155468	7288	298	0	1e-05
ZBT40.H12CORE.0.P.B	23	0.215183126475291	714220	282030	59941	15911	1e-07
ZBT42.H12CORE.0.P.C	11	0.602942512033421	496340	97491	12723	0	1e-06
ZBT43.H12CORE.0.S.C	10	0.587773494478016	339379	26983	1600	0	1e-05
ZBT44.H12CORE.0.P.C	17	0.484339190221543	607352	154781	23309	2961	1e-06
ZBT45.H12CORE.0.SM.B	13	0.461148039883074	209018	20780	1999	194	1e-05
ZBT49.H12CORE.0.P.C	23	0.548540798094103	711821	521881	444022	357810	1e-09
ZBT7A.H12CORE.0.P.B	9	0.738214643931795	336703	46644	0	0	1e-06
ZBT7A.H12CORE.1.SM.B	16	0.669942977190876	321047	48875	8600	1464	1e-06
ZBT7B.H12CORE.0.SM.B	12	0.671534632846016	213495	8436	394	22	1e-05
ZBT7C.H12CORE.0.S.B	10	0.669357419010799	257914	7696	401	0	1e-05
ZBTB2.H12CORE.0.SM.B	12	0.537424196736691	55937	6225	1021	40	1e-05
ZBTB6.H12CORE.0.P.B	15	0.64188376753507	565828	106024	14623	1679	1e-06
ZEB1.H12CORE.0.P.B	11	0.643	547406	118450	12249	0	1e-06
ZEB2.H12CORE.0.P.B	8	0.595089730807577	493638	0	0	0	1e-05
ZF64B.H12CORE.0.P.B	16	0.592394578313253	407576	68668	10865	2410	1e-06
ZF64B.H12CORE.1.P.B	14	0.623235800344234	491308	90827	12638	2118	1e-06
ZF69B.H12CORE.0.P.C	18	0.534833333333333	726993	150056	22775	2470	1e-06
ZFP1.H12CORE.0.PSM.A	23	0.474	638393	134030	27501	14113	1e-06
ZFP14.H12CORE.0.P.C	18	0.594914947520811	626055	143064	18311	2335	1e-06
ZFP28.H12CORE.0.P.B	23	0.347217391304348	827432	599792	154910	19439	1e-07
ZFP3.H12CORE.0.P.C	23	0.473271560940841	495230	91439	17963	5583	1e-06
ZFP37.H12CORE.0.P.C	21	0.391240446796002	815654	486713	174792	35700	1e-07
ZFP41.H12CORE.0.SM.B	18	0.5472483385566	274641	25613	1709	122	1e-05
ZFP42.H12CORE.0.PM.A	13	0.514525854193313	437512	67817	9223	1067	1e-06
ZFP57.H12CORE.0.P.B	9	0.753333333333333	86320	5409	0	0	1e-05
ZFP69.H12CORE.0.P.C	19	0.405723553416344	683121	154077	20667	3313	1e-06
ZFP82.H12CORE.0.P.C	25	0.378073394495413	823829	506443	124989	17604	1e-07
ZFP90.H12CORE.0.P.C	13	0.492940603700097	506458	89418	12577	2800	1e-06
ZFP90.H12CORE.1.P.C	23	0.493107104984093	557636	109455	27144	15047	1e-06
ZFP91.H12CORE.0.P.C	15	0.447335811648079	524450	89954	12751	1872	1e-06
ZFX.H12CORE.0.P.B	10	0.725025025025025	361911	57377	4394	0	1e-06
ZIC1.H12CORE.0.P.B	10	0.740863453815261	328171	59973	2240	0	1e-06
ZIC1.H12CORE.1.M.B	16	0.659363122624525	361433	62150	9327	873	1e-06
ZIC1.H12CORE.2.S.B	16	0.70035091047041	270914	34443	3059	220	1e-05
ZIC2.H12CORE.0.P.B	15	0.643043043043043	431665	92762	16218	1974	1e-06
ZIC3.H12CORE.0.P.B	15	0.654	434216	95242	16349	2012	1e-06
ZIC3.H12CORE.1.S.B	16	0.682416188059303	281629	36424	3044	225	1e-05
ZIC3.H12CORE.2.M.B	16	0.682518886331799	373511	65187	9477	840	1e-06
ZIC4.H12CORE.0.SM.B	15	0.662965967082362	295241	37269	3423	460	1e-05
ZIC5.H12CORE.0.P.B	15	0.756733333333333	323109	61254	9377	914	1e-06
ZIC5.H12CORE.1.M.C	17	0.678262488090806	325168	52109	6964	750	1e-06
ZIC5.H12CORE.2.S.C	17	0.734016204466109	257396	29077	2231	130	1e-05
ZIK1.H12CORE.0.P.C	23	0.411660401446911	807979	419465	98864	13560	1e-07
ZIM3.H12CORE.0.P.B	19	0.416399390083601	740391	219748	38943	5580	1e-06
ZKSC1.H12CORE.0.P.B	19	0.521004345726702	409792	97484	33788	13860	1e-06
ZKSC5.H12CORE.0.P.C	13	0.593022362253132	605096	183751	29888	3560	1e-06
ZKSC8.H12CORE.0.P.B	31	0.459004700923975	527767	193245	88766	46477	1e-08
ZKSC8.H12CORE.1.P.B	15	0.5198	545012	96686	18541	4388	1e-06
ZN100.H12CORE.0.P.B	23	0.561540920716113	368339	54450	14836	8696	1e-06
ZN100.H12CORE.1.P.B	14	0.746166263115416	315013	49260	6446	634	1e-06
ZN101.H12CORE.0.P.C	25	0.515825049701789	564425	144682	26742	2434	1e-06
ZN112.H12CORE.0.P.C	24	0.405202821869489	590134	88546	11181	3595	1e-06
ZN121.H12CORE.0.P.B	23	0.606794416370641	696852	575336	534371	481814	1e-10
ZN124.H12CORE.0.P.C	12	0.535743973399834	744023	221250	28737	1457	1e-06
ZN132.H12CORE.0.P.C	25	0.595443037974684	750101	426069	170180	70631	1e-08
ZN133.H12CORE.0.P.B	25	0.398103092783505	614116	125002	15614	2732	1e-06
ZN134.H12CORE.0.P.C	17	0.505661419497376	383090	53870	7736	1570	1e-06
ZN134.H12CORE.1.P.C	22	0.526136363636364	449498	77778	9875	2638	1e-06
ZN135.H12CORE.0.P.C	23	0.586860965121835	708813	579867	546209	497675	1e-10
ZN136.H12CORE.0.P.B	23	0.374735268468917	625706	136689	34312	18979	1e-06
ZN140.H12CORE.0.P.B	23	0.511481179449762	627642	136146	30400	13983	1e-06
ZN140.H12CORE.1.SM.B	15	0.520865800865801	345713	32058	3205	127	1e-05
ZN141.H12CORE.0.P.C	17	0.758941176470588	274294	43499	6641	976	1e-06
ZN143.H12CORE.0.P.B	23	0.522228199735903	534709	79904	12757	5267	1e-06
ZN148.H12CORE.0.P.B	19	0.744105263157895	630006	299943	112251	44768	1e-08
ZN154.H12CORE.0.P.C	31	0.515508684863524	526822	77752	8020	944	1e-06
ZN157.H12CORE.0.P.B	30	0.51962481962482	406097	62650	8430	1192	1e-06
ZN160.H12CORE.0.P.C	25	0.332031076581576	751915	285977	47362	9363	1e-07
ZN165.H12CORE.0.P.C	16	0.679917279411765	657501	135896	18297	1845	1e-06
ZN174.H12CORE.0.M.C	17	0.59597034150843	243123	18837	1168	58	1e-05
ZN177.H12CORE.0.SM.B	24	0.485557558218251	144040	20700	967	82	1e-05
ZN180.H12CORE.0.P.C	25	0.688666666666667	590433	242387	67861	14767	1e-07
ZN184.H12CORE.0.P.B	31	0.432988772054892	801152	389775	99919	49780	1e-08
ZN189.H12CORE.0.P.B	15	0.563133333333333	581812	124912	17820	3670	1e-06
ZN189.H12CORE.1.P.B	24	0.578916666666667	621298	184792	40210	10979	1e-06
ZN197.H12CORE.0.P.C	25	0.43855421686747	819211	550018	199786	56635	1e-08
ZN205.H12CORE.0.P.C	23	0.571217391304348	402278	107410	38396	15480	1e-06
ZN211.H12CORE.0.P.B	13	0.299007444168734	400241	95375	14797	4020	1e-06
ZN211.H12CORE.1.P.C	23	0.295710730493339	619624	179363	33667	6788	1e-06
ZN213.H12CORE.0.P.C	17	0.623698283141008	605614	135240	8975	879	1e-06
ZN214.H12CORE.0.P.B	23	0.420125164690382	520811	88304	11946	1974	1e-06
ZN222.H12CORE.0.P.C	12	0.540583333333333	693509	127000	24473	1379	1e-06
ZN223.H12CORE.0.P.C	16	0.666041041041041	721603	463170	29315	2200	1e-06
ZN224.H12CORE.0.P.B	23	0.504392881279568	665099	190658	21779	1787	1e-06
ZN239.H12CORE.0.P.C	28	0.494910714285714	564717	155207	16799	3021	1e-06
ZN248.H12CORE.0.P.B	23	0.399766559673184	511012	105813	33355	22105	1e-06
ZN250.H12CORE.0.P.C	23	0.408454942079133	505254	104425	36896	27493	1e-06
ZN250.H12CORE.1.M.C	11	0.532106745463779	216288	18520	2146	0	1e-05
ZN251.H12CORE.0.P.C	19	0.438710526315789	458117	98770	31070	15134	1e-06
ZN254.H12CORE.0.P.C	21	0.520357847280924	446674	69447	9884	2701	1e-06
ZN257.H12CORE.0.P.B	12	0.564389359129383	503384	103683	8757	817	1e-06
ZN260.H12CORE.0.P.C	23	0.351978786211037	598392	184979	87666	65547	1e-08
ZN263.H12CORE.0.PM.A	10	0.674797570850202	573737	128408	36359	0	1e-06
ZN263.H12CORE.1.P.B	21	0.661729098419029	701638	312906	110375	37120	1e-07
ZN264.H12CORE.0.P.B	18	0.490786852589641	494782	61465	14139	7245	1e-06
ZN266.H12CORE.0.P.B	21	0.522012578616352	400336	67088	10528	1794	1e-06
ZN267.H12CORE.0.P.C	31	0.634148456468956	435965	112346	22374	5044	1e-06
ZN273.H12CORE.0.P.C	23	0.680772152464364	622744	196167	23629	3864	1e-06
ZN274.H12CORE.0.SM.B	14	0.464046045100733	396082	59658	4564	240	1e-06
ZN274.H12CORE.1.P.B	21	0.437794937794938	568330	101175	13825	2263	1e-06
ZN274.H12CORE.2.P.B	21	0.472436490795022	618411	101570	12227	2193	1e-06
ZN276.H12CORE.0.SM.B	26	0.467278989667049	346424	38300	3444	313	1e-05
ZN281.H12CORE.0.P.B	16	0.777097902097902	601720	260778	87413	31849	1e-07
ZN281.H12CORE.1.SM.B	26	0.678533653846154	720519	402312	183579	77029	1e-08
ZN282.H12CORE.0.P.B	11	0.752727272727273	560830	130419	25303	0	1e-06
ZN283.H12CORE.0.P.C	23	0.646191859204994	556919	119165	17752	3293	1e-06
ZN284.H12CORE.0.P.C	16	0.603894472361809	629233	519257	464097	386814	1e-09
ZN285.H12CORE.0.P.C	23	0.447872837774661	584730	100223	10516	3017	1e-06
ZN296.H12CORE.0.S.C	11	0.561705530273633	344366	48954	4066	0	1e-06
ZN302.H12CORE.0.P.B	23	0.489130434782609	630997	221682	22907	2254	1e-06
ZN304.H12CORE.0.P.C	31	0.554704920469749	467591	85662	15379	5121	1e-06
ZN316.H12CORE.0.P.C	24	0.571291666666667	594537	173393	61771	28411	1e-07
ZN317.H12CORE.0.P.B	20	0.425824175824176	522562	102955	23052	7423	1e-06
ZN317.H12CORE.1.P.B	23	0.457785135488368	788263	270612	50739	8972	1e-07
ZN320.H12CORE.0.P.B	23	0.667594324558602	493339	112762	16588	2416	1e-06
ZN320.H12CORE.1.P.B	11	0.656909090909091	394357	61087	3743	0	1e-06
ZN322.H12CORE.0.P.C	20	0.606662995594714	489182	113398	20337	4136	1e-06
ZN329.H12CORE.0.P.C	22	0.528975890289759	438715	82082	13243	3370	1e-06
ZN329.H12CORE.1.P.C	12	0.601376488095238	375311	60300	6134	1017	1e-06
ZN331.H12CORE.0.P.B	23	0.626265328874025	498497	100086	16281	3787	1e-06
ZN333.H12CORE.0.P.C	11	0.615363636363636	456089	61776	5914	0	1e-06
ZN335.H12CORE.0.P.B	23	0.622073578595318	432324	79821	9038	1106	1e-06
ZN335.H12CORE.1.P.D	7	0.603948896631824	345874	0	0	0	1e-05
ZN337.H12CORE.0.P.C	23	0.509460345204282	515860	74619	18824	12328	1e-06
ZN33B.H12CORE.0.P.C	30	0.396636085626911	671341	162500	24045	4049	1e-06
ZN341.H12CORE.0.P.B	10	0.6021	461135	62859	6551	0	1e-06
ZN341.H12CORE.1.P.B	21	0.638789781646924	582206	188123	32460	4864	1e-06
ZN343.H12CORE.0.PSM.A	15	0.582823129251701	295687	18527	1213	113	1e-05
ZN350.H12CORE.0.P.B	18	0.378333333333333	709008	137043	13866	1497	1e-06
ZN37A.H12CORE.0.P.B	23	0.509236797910058	527138	94176	11601	1954	1e-06
ZN382.H12CORE.0.P.B	23	0.467760869565218	450629	76213	20258	11523	1e-06
ZN383.H12CORE.0.P.C	23	0.619086956521739	726314	268292	61629	11333	1e-07
ZN384.H12CORE.0.PSM.A	17	0.261809954751131	810622	667523	528918	400492	1e-09
ZN394.H12CORE.0.P.C	19	0.632364493322859	638014	270413	40129	4731	1e-06
ZN407.H12CORE.0.P.B	25	0.64016016016016	268478	34646	3661	633	1e-05
ZN410.H12CORE.0.SM.B	15	0.369328069020984	402122	51507	5114	587	1e-06
ZN416.H12CORE.0.P.C	23	0.609810479375697	604139	110306	14850	3773	1e-06
ZN417.H12CORE.0.P.C	15	0.634308414590105	174306	15009	1294	166	1e-05
ZN418.H12CORE.0.P.B	18	0.47612958226769	660178	147904	17826	2201	1e-06
ZN423.H12CORE.0.P.C	14	0.732730380287708	400247	95255	14727	2250	1e-06
ZN425.H12CORE.0.P.C	9	0.694	412125	50499	0	0	1e-06
ZN429.H12CORE.0.P.C	23	0.584225475202097	688998	434629	198190	44225	1e-08
ZN430.H12CORE.0.P.C	23	0.538316126217828	385803	65677	17670	10013	1e-06
ZN431.H12CORE.0.P.C	15	0.60991452991453	442057	76350	10406	1291	1e-06
ZN432.H12CORE.0.P.C	23	0.383277591973244	620720	130138	15464	2051	1e-06
ZN433.H12CORE.0.P.C	23	0.453335645238198	364873	47091	5155	854	1e-06
ZN433.H12CORE.1.P.C	31	0.450063389209748	436238	64339	9139	2473	1e-06
ZN436.H12CORE.0.P.C	23	0.635334996436208	523569	154867	47208	20541	1e-07
ZN440.H12CORE.0.P.C	23	0.444130434782609	653844	130319	16208	2539	1e-06
ZN441.H12CORE.0.P.C	10	0.677935943060498	268879	27172	1819	0	1e-05
ZN441.H12CORE.1.P.C	31	0.617415780537932	669440	570938	550063	532270	1e-10
ZN443.H12CORE.0.P.C	23	0.476190476190476	454997	62214	6501	1168	1e-06
ZN444.H12CORE.0.S.C	18	0.739340803259604	631093	272067	63871	18525	1e-07
ZN449.H12CORE.0.P.B	10	0.6809	499527	72167	3786	0	1e-06
ZN449.H12CORE.1.S.C	15	0.649713996456593	450375	104010	10520	1163	1e-06
ZN454.H12CORE.0.P.B	23	0.534598897734231	496413	88847	17494	2335	1e-06
ZN454.H12CORE.1.SM.B	14	0.764264976002844	141754	21785	2156	298	1e-05
ZN460.H12CORE.0.S.C	13	0.733515833894174	282535	32457	2221	117	1e-05
ZN467.H12CORE.0.P.C	23	0.675008765778401	771474	498834	252019	107322	1e-08
ZN468.H12CORE.0.P.C	13	0.762846153846154	641957	184676	36588	4931	1e-06
ZN479.H12CORE.0.P.C	18	0.604839604839605	445370	82244	10507	1176	1e-06
ZN480.H12CORE.0.P.C	24	0.528449144008056	626845	147227	17592	2059	1e-06
ZN480.H12CORE.1.P.C	10	0.52135593220339	549972	84448	11475	0	1e-06
ZN483.H12CORE.0.P.C	18	0.608502415458937	505392	109134	15890	2257	1e-06
ZN484.H12CORE.0.P.C	23	0.462773890099805	752476	224425	31644	4406	1e-06
ZN485.H12CORE.0.P.C	23	0.546501235476579	567397	117929	15604	2073	1e-06
ZN490.H12CORE.0.P.C	23	0.467795181569151	531685	94339	21509	11829	1e-06
ZN492.H12CORE.0.P.C	20	0.401379310344827	814070	496090	113077	10481	1e-07
ZN502.H12CORE.0.P.C	21	0.556181093126906	472136	97543	15352	2066	1e-06
ZN506.H12CORE.0.P.C	23	0.611452589713459	622396	301719	104077	13950	1e-07
ZN510.H12CORE.0.P.C	23	0.274474053295933	783793	420299	134769	55726	1e-08
ZN510.H12CORE.1.P.C	11	0.495215311004785	572755	116775	24369	0	1e-06
ZN519.H12CORE.0.P.C	20	0.830847803881512	654515	416495	56932	13430	1e-07
ZN524.H12CORE.0.S.B	12	0.60025396432111	377732	17743	1110	84	1e-05
ZN527.H12CORE.0.P.C	18	0.541894353369763	463046	79405	11300	2305	1e-06
ZN528.H12CORE.0.P.B	20	0.525202429149798	514366	100015	14015	2325	1e-06
ZN529.H12CORE.0.P.B	31	0.496095565678163	652613	177789	35165	14591	1e-06
ZN530.H12CORE.0.P.B	17	0.668518518518519	574569	176682	31847	4549	1e-06
ZN534.H12CORE.0.P.C	18	0.688166666666667	466857	72808	8928	2380	1e-06
ZN534.H12CORE.1.P.C	31	0.645767644918748	380037	64359	9381	3071	1e-06
ZN540.H12CORE.0.P.C	23	0.47603121516165	705823	284747	117130	63288	1e-08
ZN543.H12CORE.0.P.C	21	0.742564102564103	605010	192183	47093	9624	1e-07
ZN547.H12CORE.0.P.B	22	0.510881731127969	383637	54992	6058	884	1e-06
ZN548.H12CORE.0.P.B	23	0.632980806893851	629776	171661	35082	10444	1e-06
ZN549.H12CORE.0.P.B	22	0.537878787878788	384168	57139	8713	1980	1e-06
ZN550.H12CORE.0.P.C	31	0.535166578529878	425484	64331	10643	4505	1e-06
ZN554.H12CORE.0.P.C	21	0.55894777265745	637282	169175	24142	2236	1e-06
ZN554.H12CORE.1.P.C	10	0.573990147783251	686314	99702	8789	0	1e-06
ZN557.H12CORE.0.P.C	25	0.5232	625594	106258	13687	2662	1e-06
ZN558.H12CORE.0.P.B	25	0.321232349165597	776768	356780	86713	16622	1e-07
ZN560.H12CORE.0.P.C	23	0.648444783456225	692446	567222	532348	522042	1e-10
ZN561.H12CORE.0.P.C	25	0.617643504531722	400643	74752	10350	1919	1e-06
ZN562.H12CORE.0.P.C	25	0.352465753424657	520120	93144	13988	3152	1e-06
ZN563.H12CORE.0.P.C	21	0.587735094037615	450254	77295	9939	1149	1e-06
ZN563.H12CORE.1.P.C	15	0.614703925482369	589703	140728	19020	2394	1e-06
ZN564.H12CORE.0.P.C	23	0.548058915827302	474487	100216	30595	19047	1e-06
ZN565.H12CORE.0.P.C	31	0.576252573781743	395634	62340	11387	4283	1e-06
ZN566.H12CORE.0.P.C	25	0.61125	693526	292563	41690	7558	1e-06
ZN567.H12CORE.0.P.C	30	0.397671324018629	808767	455378	95959	13491	1e-07
ZN570.H12CORE.0.P.C	19	0.269894736842105	789698	401094	126597	18779	1e-07
ZN573.H12CORE.0.P.C	24	0.539593698175788	490953	78629	10519	1508	1e-06
ZN574.H12CORE.0.P.B	13	0.594461538461538	419002	54428	6326	510	1e-06
ZN577.H12CORE.0.P.B	19	0.59812030075188	480398	79496	13774	753	1e-06
ZN578.H12CORE.0.P.C	24	0.557511737089202	383659	56402	7081	2666	1e-06
ZN580.H12CORE.0.SM.B	10	0.55056279950964	314788	50473	0	0	1e-06
ZN580.H12CORE.1.SM.B	17	0.533052628821761	391411	85693	14950	2263	1e-06
ZN582.H12CORE.0.P.C	11	0.529137529137529	531927	69909	6461	0	1e-06
ZN584.H12CORE.0.P.B	23	0.363171355498721	630296	150474	21961	2997	1e-06
ZN584.H12CORE.1.P.C	14	0.293851717902351	675397	194188	28918	3721	1e-06
ZN586.H12CORE.0.P.C	23	0.496114894360049	733896	215305	33120	6751	1e-06
ZN587.H12CORE.0.P.C	23	0.612445525489004	325215	45764	4010	529	1e-06
ZN595.H12CORE.0.P.C	23	0.380825774163278	557484	105459	13912	2607	1e-06
ZN605.H12CORE.0.P.C	23	0.449116577169583	532608	87299	12110	2988	1e-06
ZN610.H12CORE.0.P.B	14	0.736285714285714	285587	43488	6503	710	1e-06
ZN610.H12CORE.1.P.C	23	0.59842451146799	517007	117965	17369	3539	1e-06
ZN611.H12CORE.0.P.C	23	0.681906469445689	278419	51426	11597	6363	1e-06
ZN611.H12CORE.1.P.C	25	0.635235732009925	490302	103660	16947	6874	1e-06
ZN613.H12CORE.0.P.C	25	0.314820936639119	828040	760733	618887	463119	1e-10
ZN614.H12CORE.0.P.C	16	0.391843971631206	530069	82663	7635	794	1e-06
ZN615.H12CORE.0.P.C	20	0.365	629464	152571	18890	1758	1e-06
ZN616.H12CORE.0.P.C	25	0.560919540229885	576360	260026	93056	22856	1e-07
ZN621.H12CORE.0.P.C	19	0.537374564816711	583013	123342	16381	2179	1e-06
ZN623.H12CORE.0.P.C	31	0.617848134873225	456736	111241	35970	19323	1e-06
ZN626.H12CORE.0.P.C	21	0.497732426303855	434011	62209	5579	659	1e-06
ZN627.H12CORE.0.P.C	23	0.454723765936581	406999	52627	6647	2224	1e-06
ZN649.H12CORE.0.P.C	25	0.423753846153846	441830	70770	15196	9260	1e-06
ZN652.H12CORE.0.PS.A	11	0.367727272727273	405368	66752	6229	0	1e-06
ZN660.H12CORE.0.SM.B	17	0.475775869914753	412287	39596	3317	309	1e-05
ZN662.H12CORE.0.P.C	22	0.579575920058494	613653	117013	15314	2461	1e-06
ZN664.H12CORE.0.P.C	19	0.28121052631579	721075	264507	61052	16910	1e-07
ZN664.H12CORE.1.P.C	11	0.269068392907402	672420	139878	10461	0	1e-06
ZN667.H12CORE.0.P.C	20	0.523950484391819	488310	76763	8385	895	1e-06
ZN667.H12CORE.1.P.C	10	0.438557213930348	465717	64543	8276	0	1e-06
ZN669.H12CORE.0.P.B	23	0.574903142488162	239247	26230	3076	800	1e-05
ZN669.H12CORE.1.P.C	12	0.679372197309417	177228	15105	1270	22	1e-05
ZN671.H12CORE.0.P.C	23	0.517608695652174	689803	237178	50054	11230	1e-07
ZN674.H12CORE.0.P.C	17	0.685716459934556	325182	45281	5844	888	1e-06
ZN675.H12CORE.0.P.C	25	0.478164354322305	785043	361364	82017	15470	1e-07
ZN677.H12CORE.0.P.C	19	0.455938697318008	598039	93079	9754	953	1e-06
ZN680.H12CORE.0.P.B	21	0.466380070546737	677316	140198	17941	3835	1e-06
ZN681.H12CORE.0.P.C	21	0.558153696261113	797733	408091	95170	18938	1e-07
ZN682.H12CORE.0.P.B	23	0.65051031878063	392345	79368	11609	2259	1e-06
ZN682.H12CORE.1.P.B	11	0.705282248923147	421014	71883	12261	0	1e-06
ZN684.H12CORE.0.P.C	16	0.5825	446399	67109	6834	729	1e-06
ZN684.H12CORE.1.M.C	15	0.624711893889976	617270	221491	33683	4468	1e-06
ZN692.H12CORE.0.P.C	11	0.770588770588771	367336	74717	5290	0	1e-06
ZN701.H12CORE.0.P.B	19	0.594976076555024	579067	126457	14059	1149	1e-06
ZN701.H12CORE.1.P.B	11	0.610743801652892	476546	58495	4541	0	1e-06
ZN704.H12CORE.0.SM.B	16	0.736598652931854	198978	24797	2560	414	1e-05
ZN707.H12CORE.0.P.B	23	0.562649777473468	554876	92881	11627	1893	1e-06
ZN708.H12CORE.0.P.B	24	0.517735042735043	472015	71894	8288	1109	1e-06
ZN708.H12CORE.1.P.B	10	0.592614770459082	449424	47927	5208	0	1e-06
ZN711.H12CORE.0.P.C	13	0.677461538461538	460388	114220	18493	1249	1e-06
ZN713.H12CORE.0.SM.B	20	0.550929739173843	434449	68776	4596	378	1e-06
ZN714.H12CORE.0.P.C	18	0.605965313512483	475098	82639	11441	1657	1e-06
ZN716.H12CORE.0.P.C	25	0.395138339920949	776782	308048	35655	3670	1e-06
ZN716.H12CORE.1.P.C	11	0.409674234945706	666313	131048	12198	0	1e-06
ZN730.H12CORE.0.P.C	15	0.576229508196721	680164	483079	279285	12435	1e-07
ZN736.H12CORE.0.P.C	23	0.534737785746302	505382	87130	11572	2977	1e-06
ZN740.H12CORE.0.P.C	11	0.850818181818182	389311	83128	11803	0	1e-06
ZN740.H12CORE.1.S.C	20	0.73422131147541	537304	181312	45653	11837	1e-07
ZN749.H12CORE.0.P.C	25	0.595263157894737	733430	280062	53380	7484	1e-07
ZN749.H12CORE.1.P.C	9	0.676616915422886	432913	43031	0	0	1e-06
ZN75A.H12CORE.0.SM.B	15	0.515752250321475	590284	107378	12815	1252	1e-06
ZN75D.H12CORE.0.P.B	17	0.575248281130634	474896	62491	7672	1129	1e-06
ZN75D.H12CORE.1.P.B	25	0.450202702702703	548419	95110	12418	2325	1e-06
ZN765.H12CORE.0.P.C	23	0.650829224562976	453582	120073	24659	6019	1e-06
ZN766.H12CORE.0.P.B	23	0.402314165497896	723251	249314	60098	26201	1e-07
ZN766.H12CORE.1.P.B	11	0.395035344402433	514753	93776	9445	0	1e-06
ZN768.H12CORE.0.P.B	23	0.502835538752363	587077	194526	80668	43172	1e-08
ZN768.H12CORE.1.P.B	23	0.549950215731829	515641	167210	78656	45904	1e-08
ZN770.H12CORE.0.P.B	12	0.678774215096861	732481	583482	473252	26892	1e-07
